ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
105423,35,35,4
105424,37,37,5
105425,51,51,3
105426,39,39,4
105427,5,5,1
105428,33,33,5
105429,65,65,2
105430,66,66,4
105431,83,83,5
105432,81,81,3
105433,27,27,4
105434,31,31,3
105435,32,32,1
105436,46,46,4
105437,34,34,1
105438,45,45,4
105439,28,28,1
105440,69,69,5
105441,26,26,1
105442,25,25,3
105443,63,63,3
105444,68,68,3
105445,44,44,2
105446,71,71,3
105447,69,69,2
105448,97,97,3
105449,68,68,2
105450,92,92,3
105451,51,51,2
105452,84,84,5
105453,85,85,3
105454,46,46,1
105455,32,32,3
105456,37,37,5
105457,60,60,1
105458,21,21,4
105459,38,38,3
105460,79,79,1
105461,66,66,5
105462,1,1,2
105463,16,16,2
105464,100,100,5
105465,79,79,4
105466,35,35,5
105467,12,12,4
105468,18,18,4
105469,62,62,5
105470,99,99,1
105471,97,97,4
105472,10,10,4
105473,42,42,1
105474,28,28,3
105475,53,53,1
105476,16,16,4
105477,36,36,3
105478,28,28,5
105479,63,63,1
105480,37,37,4
105481,40,40,2
105482,62,62,4
105483,91,91,4
105484,100,100,4
105485,61,61,5
105486,47,47,5
105487,82,82,1
105488,79,79,2
105489,72,72,4
105490,10,10,3
105491,80,80,1
105492,58,58,3
105493,27,27,3
105494,33,33,2
105495,64,64,5
105496,1,1,3
105497,46,46,1
105498,33,33,1
105499,31,31,5
105500,38,38,5
105501,13,13,4
105502,76,76,2
105503,1,1,5
105504,54,54,4
105505,28,28,5
105506,99,99,4
105507,50,50,2
105508,1,1,3
105509,63,63,1
105510,22,22,2
105511,74,74,4
105512,65,65,5
105513,86,86,4
105514,54,54,3
105515,70,70,1
105516,51,51,1
105517,35,35,2
105518,76,76,3
105519,19,19,4
105520,49,49,1
105521,35,35,5
105522,71,71,2
105523,26,26,5
105524,39,39,3
105525,51,51,1
105526,87,87,4
105527,36,36,4
105528,39,39,3
105529,16,16,3
105530,25,25,1
105531,60,60,4
105532,50,50,5
105533,51,51,1
105534,93,93,2
105535,8,8,5
105536,100,100,2
105537,79,79,4
105538,41,41,3
105539,59,59,3
105540,32,32,3
105541,57,57,2
105542,100,100,1
105543,33,33,4
105544,44,44,4
105545,31,31,4
105546,35,35,4
105547,39,39,2
105548,22,22,1
105549,43,43,5
105550,51,51,3
105551,39,39,2
105552,1,1,1
105553,46,46,1
105554,48,48,2
105555,97,97,5
105556,50,50,5
105557,73,73,5
105558,39,39,5
105559,82,82,5
105560,26,26,3
105561,62,62,2
105562,71,71,4
105563,67,67,2
105564,100,100,2
105565,35,35,2
105566,85,85,3
105567,78,78,2
105568,51,51,1
105569,95,95,3
105570,46,46,5
105571,50,50,3
105572,49,49,5
105573,18,18,1
105574,69,69,1
105575,65,65,3
105576,47,47,3
105577,94,94,4
105578,39,39,4
105579,6,6,4
105580,97,97,5
105581,75,75,2
105582,65,65,2
105583,41,41,3
105584,58,58,1
105585,18,18,2
105586,44,44,2
105587,27,27,2
105588,56,56,1
105589,73,73,1
105590,23,23,4
105591,68,68,4
105592,54,54,4
105593,67,67,4
105594,43,43,1
105595,67,67,2
105596,32,32,1
105597,7,7,5
105598,13,13,4
105599,37,37,2
105600,9,9,2
105601,88,88,5
105602,47,47,3
105603,72,72,5
105604,69,69,2
105605,50,50,2
105606,100,100,4
105607,100,100,4
105608,84,84,4
105609,27,27,3
105610,85,85,3
105611,6,6,4
105612,84,84,2
105613,1,1,2
105614,42,42,5
105615,80,80,2
105616,59,59,3
105617,13,13,4
105618,54,54,5
105619,59,59,3
105620,55,55,3
105621,39,39,5
105622,71,71,5
105623,78,78,4
105624,46,46,3
105625,87,87,2
105626,46,46,4
105627,37,37,5
105628,83,83,5
105629,83,83,1
105630,34,34,3
105631,30,30,3
105632,94,94,5
105633,47,47,4
105634,50,50,3
105635,43,43,1
105636,83,83,3
105637,100,100,1
105638,51,51,5
105639,100,100,4
105640,36,36,3
105641,42,42,3
105642,66,66,5
105643,29,29,2
105644,66,66,2
105645,37,37,5
105646,11,11,5
105647,6,6,5
105648,41,41,1
105649,60,60,1
105650,15,15,1
105651,54,54,2
105652,54,54,4
105653,45,45,2
105654,26,26,4
105655,56,56,2
105656,46,46,2
105657,74,74,5
105658,17,17,2
105659,52,52,2
105660,18,18,2
105661,44,44,1
105662,22,22,3
105663,27,27,2
105664,49,49,4
105665,35,35,5
105666,86,86,3
105667,79,79,1
105668,70,70,4
105669,69,69,1
105670,53,53,4
105671,82,82,4
105672,42,42,1
105673,100,100,5
105674,26,26,5
105675,21,21,5
105676,15,15,2
105677,19,19,3
105678,9,9,5
105679,55,55,2
105680,71,71,5
105681,50,50,1
105682,15,15,1
105683,38,38,4
105684,71,71,4
105685,41,41,4
105686,30,30,5
105687,12,12,1
105688,39,39,2
105689,32,32,5
105690,47,47,1
105691,61,61,4
105692,42,42,3
105693,54,54,1
105694,61,61,2
105695,19,19,3
105696,97,97,5
105697,31,31,4
105698,62,62,4
105699,21,21,3
105700,52,52,2
105701,53,53,1
105702,91,91,3
105703,44,44,1
105704,82,82,2
105705,57,57,3
105706,96,96,3
105707,5,5,1
105708,62,62,3
105709,1,1,3
105710,48,48,1
105711,75,75,5
105712,86,86,1
105713,68,68,5
105714,42,42,1
105715,63,63,5
105716,100,100,1
105717,51,51,4
105718,74,74,2
105719,39,39,4
105720,76,76,3
105721,72,72,1
105722,34,34,4
105723,69,69,1
105724,70,70,5
105725,68,68,1
105726,48,48,3
105727,80,80,4
105728,26,26,2
105729,50,50,2
105730,52,52,4
105731,79,79,4
105732,25,25,5
105733,56,56,2
105734,37,37,3
105735,52,52,2
105736,59,59,2
105737,18,18,4
105738,81,81,2
105739,60,60,3
105740,28,28,3
105741,41,41,4
105742,87,87,5
105743,60,60,4
105744,25,25,3
105745,30,30,4
105746,65,65,4
105747,68,68,1
105748,59,59,1
105749,42,42,1
105750,70,70,3
105751,42,42,5
105752,28,28,2
105753,89,89,2
105754,62,62,5
105755,30,30,5
105756,53,53,4
105757,50,50,2
105758,41,41,1
105759,55,55,1
105760,26,26,1
105761,71,71,2
105762,49,49,3
105763,9,9,1
105764,44,44,1
105765,34,34,1
105766,1,1,4
105767,46,46,4
105768,75,75,3
105769,47,47,2
105770,67,67,2
105771,50,50,1
105772,38,38,2
105773,31,31,5
105774,17,17,5
105775,73,73,4
105776,68,68,5
105777,43,43,4
105778,1,1,1
105779,61,61,5
105780,27,27,1
105781,53,53,4
105782,11,11,2
105783,52,52,2
105784,46,46,4
105785,1,1,3
105786,90,90,2
105787,41,41,2
105788,43,43,2
105789,63,63,5
105790,48,48,4
105791,59,59,3
105792,21,21,1
105793,46,46,5
105794,2,2,1
105795,44,44,2
105796,86,86,2
105797,12,12,5
105798,41,41,1
105799,1,1,1
105800,50,50,3
105801,61,61,2
105802,59,59,3
105803,34,34,3
105804,1,1,3
105805,18,18,1
105806,81,81,1
105807,71,71,5
105808,47,47,5
105809,54,54,2
105810,24,24,1
105811,82,82,1
105812,32,32,4
105813,60,60,4
105814,16,16,2
105815,45,45,4
105816,81,81,4
105817,26,26,5
105818,68,68,1
105819,22,22,1
105820,27,27,1
105821,49,49,5
105822,74,74,4
105823,42,42,3
105824,65,65,1
105825,78,78,2
105826,30,30,2
105827,11,11,3
105828,41,41,2
105829,81,81,1
105830,29,29,4
105831,75,75,2
105832,43,43,3
105833,93,93,1
105834,100,100,5
105835,75,75,3
105836,8,8,5
105837,1,1,3
105838,51,51,5
105839,72,72,5
105840,62,62,3
105841,31,31,5
105842,12,12,2
105843,73,73,2
105844,96,96,1
105845,33,33,3
105846,70,70,4
105847,100,100,4
105848,45,45,1
105849,45,45,3
105850,63,63,1
105851,42,42,4
105852,83,83,1
105853,39,39,5
105854,49,49,2
105855,13,13,2
105856,44,44,5
105857,24,24,3
105858,58,58,1
105859,8,8,3
105860,74,74,1
105861,28,28,5
105862,94,94,3
105863,84,84,2
105864,63,63,3
105865,11,11,1
105866,34,34,4
105867,27,27,5
105868,30,30,5
105869,89,89,2
105870,46,46,2
105871,33,33,1
105872,31,31,4
105873,36,36,3
105874,63,63,3
105875,9,9,5
105876,52,52,1
105877,60,60,1
105878,6,6,1
105879,14,14,2
105880,48,48,1
105881,86,86,3
105882,80,80,2
105883,34,34,1
105884,85,85,4
105885,42,42,2
105886,41,41,4
105887,52,52,2
105888,70,70,3
105889,34,34,5
105890,40,40,1
105891,18,18,3
105892,58,58,5
105893,73,73,3
105894,74,74,2
105895,15,15,2
105896,40,40,4
105897,81,81,5
105898,55,55,1
105899,50,50,1
105900,50,50,2
105901,63,63,2
105902,57,57,2
105903,35,35,2
105904,72,72,1
105905,19,19,1
105906,83,83,5
105907,27,27,1
105908,63,63,2
105909,45,45,2
105910,38,38,5
105911,83,83,4
105912,68,68,4
105913,48,48,1
105914,93,93,5
105915,74,74,3
105916,29,29,2
105917,1,1,3
105918,52,52,5
105919,84,84,4
105920,65,65,5
105921,89,89,5
105922,35,35,2
105923,47,47,3
105924,47,47,1
105925,56,56,5
105926,69,69,1
105927,90,90,5
105928,96,96,2
105929,91,91,2
105930,66,66,1
105931,41,41,2
105932,55,55,5
105933,66,66,1
105934,53,53,3
105935,27,27,1
105936,38,38,2
105937,71,71,1
105938,43,43,2
105939,50,50,5
105940,48,48,3
105941,27,27,2
105942,45,45,3
105943,38,38,1
105944,32,32,2
105945,23,23,3
105946,47,47,2
105947,65,65,4
105948,78,78,3
105949,15,15,4
105950,90,90,5
105951,57,57,1
105952,21,21,2
105953,39,39,2
105954,3,3,1
105955,9,9,5
105956,93,93,4
105957,32,32,3
105958,63,63,3
105959,47,47,1
105960,50,50,3
105961,59,59,4
105962,1,1,3
105963,82,82,2
105964,47,47,4
105965,37,37,2
105966,61,61,3
105967,31,31,3
105968,55,55,2
105969,45,45,4
105970,67,67,5
105971,44,44,1
105972,24,24,5
105973,59,59,3
105974,43,43,4
105975,4,4,5
105976,54,54,3
105977,36,36,5
105978,58,58,1
105979,28,28,1
105980,19,19,4
105981,79,79,5
105982,71,71,5
105983,49,49,4
105984,60,60,3
105985,70,70,2
105986,49,49,5
105987,19,19,2
105988,57,57,4
105989,75,75,3
105990,64,64,4
105991,51,51,2
105992,64,64,5
105993,44,44,3
105994,76,76,5
105995,83,83,1
105996,17,17,3
105997,77,77,4
105998,100,100,4
105999,63,63,5
106000,74,74,1
106001,33,33,1
106002,37,37,3
106003,44,44,1
106004,39,39,5
106005,17,17,2
106006,45,45,3
106007,70,70,1
106008,17,17,3
106009,54,54,2
106010,53,53,1
106011,42,42,2
106012,62,62,2
106013,60,60,5
106014,40,40,2
106015,76,76,3
106016,64,64,5
106017,89,89,4
106018,48,48,5
106019,41,41,5
106020,44,44,3
106021,79,79,4
106022,46,46,1
106023,47,47,3
106024,99,99,5
106025,16,16,3
106026,58,58,4
106027,48,48,4
106028,43,43,2
106029,26,26,5
106030,33,33,3
106031,39,39,2
106032,62,62,5
106033,71,71,3
106034,5,5,4
106035,19,19,3
106036,63,63,2
106037,65,65,5
106038,13,13,3
106039,71,71,2
106040,49,49,1
106041,68,68,5
106042,28,28,1
106043,15,15,5
106044,42,42,2
106045,43,43,4
106046,41,41,5
106047,40,40,1
106048,92,92,3
106049,7,7,4
106050,28,28,4
106051,39,39,3
106052,50,50,4
106053,67,67,4
106054,71,71,5
106055,76,76,4
106056,62,62,2
106057,6,6,5
106058,8,8,3
106059,78,78,1
106060,77,77,2
106061,65,65,1
106062,29,29,1
106063,41,41,2
106064,40,40,1
106065,24,24,4
106066,56,56,1
106067,100,100,2
106068,37,37,1
106069,82,82,1
106070,27,27,2
106071,11,11,3
106072,74,74,5
106073,44,44,5
106074,81,81,5
106075,86,86,1
106076,43,43,2
106077,83,83,1
106078,28,28,4
106079,27,27,1
106080,76,76,3
106081,11,11,2
106082,49,49,2
106083,81,81,5
106084,82,82,4
106085,39,39,5
106086,75,75,3
106087,21,21,5
106088,33,33,4
106089,55,55,5
106090,59,59,2
106091,23,23,3
106092,96,96,4
106093,3,3,2
106094,51,51,5
106095,54,54,5
106096,6,6,3
106097,83,83,2
106098,31,31,3
106099,52,52,5
106100,58,58,4
106101,13,13,1
106102,23,23,3
106103,89,89,1
106104,48,48,4
106105,1,1,2
106106,42,42,3
106107,49,49,4
106108,55,55,1
106109,1,1,1
106110,49,49,2
106111,29,29,2
106112,55,55,2
106113,62,62,5
106114,59,59,5
106115,85,85,5
106116,100,100,5
106117,21,21,2
106118,40,40,2
106119,68,68,2
106120,46,46,5
106121,1,1,4
106122,45,45,2
106123,80,80,2
106124,15,15,3
106125,55,55,3
106126,2,2,5
106127,71,71,2
106128,56,56,5
106129,35,35,3
106130,39,39,4
106131,12,12,5
106132,75,75,5
106133,30,30,1
106134,62,62,2
106135,25,25,3
106136,100,100,3
106137,88,88,4
106138,100,100,5
106139,100,100,1
106140,34,34,3
106141,27,27,1
106142,100,100,5
106143,46,46,5
106144,70,70,3
106145,34,34,1
106146,34,34,4
106147,70,70,4
106148,1,1,2
106149,69,69,5
106150,63,63,5
106151,36,36,3
106152,50,50,3
106153,54,54,2
106154,55,55,3
106155,67,67,3
106156,29,29,2
106157,100,100,1
106158,44,44,2
106159,46,46,1
106160,98,98,3
106161,4,4,4
106162,98,98,4
106163,52,52,2
106164,36,36,3
106165,22,22,5
106166,18,18,3
106167,41,41,5
106168,56,56,3
106169,65,65,4
106170,56,56,1
106171,37,37,4
106172,83,83,5
106173,100,100,5
106174,87,87,5
106175,41,41,2
106176,62,62,3
106177,64,64,3
106178,90,90,3
106179,41,41,1
106180,25,25,5
106181,78,78,5
106182,60,60,3
106183,22,22,2
106184,67,67,1
106185,95,95,4
106186,32,32,2
106187,27,27,5
106188,50,50,4
106189,67,67,4
106190,48,48,3
106191,78,78,1
106192,56,56,5
106193,75,75,4
106194,31,31,5
106195,19,19,3
106196,41,41,4
106197,16,16,1
106198,60,60,4
106199,1,1,4
106200,38,38,4
106201,42,42,4
106202,23,23,2
106203,42,42,5
106204,50,50,5
106205,81,81,1
106206,23,23,5
106207,58,58,2
106208,63,63,4
106209,49,49,2
106210,37,37,5
106211,21,21,1
106212,97,97,3
106213,51,51,3
106214,42,42,2
106215,100,100,4
106216,55,55,1
106217,100,100,4
106218,14,14,5
106219,44,44,5
106220,15,15,5
106221,46,46,2
106222,46,46,2
106223,38,38,3
106224,51,51,1
106225,39,39,5
106226,47,47,1
106227,31,31,5
106228,86,86,1
106229,22,22,5
106230,55,55,1
106231,20,20,1
106232,29,29,4
106233,31,31,2
106234,46,46,4
106235,54,54,3
106236,22,22,1
106237,39,39,5
106238,25,25,3
106239,24,24,4
106240,78,78,3
106241,15,15,4
106242,51,51,2
106243,92,92,2
106244,80,80,3
106245,60,60,3
106246,49,49,2
106247,68,68,4
106248,59,59,4
106249,85,85,1
106250,46,46,2
106251,75,75,3
106252,41,41,1
106253,97,97,2
106254,45,45,1
106255,9,9,5
106256,51,51,4
106257,69,69,1
106258,90,90,1
106259,25,25,4
106260,6,6,3
106261,62,62,4
106262,61,61,5
106263,14,14,3
106264,41,41,1
106265,42,42,4
106266,70,70,5
106267,39,39,3
106268,39,39,4
106269,52,52,2
106270,15,15,2
106271,97,97,4
106272,73,73,5
106273,32,32,4
106274,22,22,4
106275,23,23,1
106276,64,64,2
106277,24,24,3
106278,43,43,1
106279,7,7,4
106280,63,63,2
106281,64,64,4
106282,45,45,5
106283,54,54,3
106284,69,69,1
106285,54,54,4
106286,69,69,5
106287,20,20,4
106288,59,59,1
106289,54,54,1
106290,80,80,2
106291,50,50,1
106292,47,47,5
106293,36,36,5
106294,87,87,2
106295,1,1,2
106296,62,62,2
106297,49,49,5
106298,45,45,3
106299,41,41,4
106300,48,48,3
106301,61,61,4
106302,30,30,2
106303,53,53,2
106304,58,58,4
106305,26,26,3
106306,62,62,2
106307,58,58,1
106308,30,30,2
106309,20,20,3
106310,29,29,4
106311,53,53,5
106312,48,48,1
106313,84,84,2
106314,40,40,1
106315,27,27,3
106316,66,66,3
106317,25,25,4
106318,30,30,2
106319,30,30,3
106320,1,1,5
106321,64,64,5
106322,73,73,5
106323,72,72,4
106324,97,97,5
106325,87,87,2
106326,41,41,1
106327,77,77,1
106328,47,47,4
106329,39,39,5
106330,31,31,1
106331,43,43,4
106332,58,58,4
106333,89,89,5
106334,68,68,4
106335,30,30,5
106336,23,23,2
106337,64,64,2
106338,72,72,3
106339,80,80,2
106340,43,43,1
106341,61,61,4
106342,71,71,4
106343,16,16,4
106344,56,56,2
106345,72,72,3
106346,62,62,2
106347,47,47,1
106348,100,100,3
106349,98,98,1
106350,50,50,1
106351,45,45,4
106352,67,67,1
106353,48,48,5
106354,81,81,3
106355,18,18,5
106356,43,43,1
106357,67,67,3
106358,75,75,2
106359,12,12,5
106360,26,26,2
106361,8,8,2
106362,28,28,5
106363,18,18,2
106364,63,63,1
106365,55,55,2
106366,46,46,4
106367,50,50,2
106368,79,79,3
106369,23,23,1
106370,1,1,3
106371,67,67,4
106372,40,40,3
106373,24,24,3
106374,63,63,1
106375,1,1,2
106376,28,28,1
106377,1,1,3
106378,56,56,3
106379,89,89,5
106380,35,35,1
106381,30,30,3
106382,94,94,3
106383,65,65,3
106384,100,100,5
106385,54,54,2
106386,55,55,1
106387,86,86,4
106388,46,46,2
106389,56,56,1
106390,1,1,2
106391,93,93,2
106392,59,59,4
106393,47,47,1
106394,72,72,3
106395,20,20,3
106396,36,36,3
106397,63,63,5
106398,51,51,1
106399,61,61,5
106400,56,56,3
106401,65,65,4
106402,16,16,3
106403,81,81,3
106404,37,37,5
106405,51,51,5
106406,34,34,2
106407,42,42,1
106408,55,55,3
106409,68,68,5
106410,72,72,2
106411,60,60,4
106412,35,35,4
106413,59,59,4
106414,56,56,3
106415,51,51,3
106416,63,63,5
106417,18,18,4
106418,1,1,4
106419,79,79,2
106420,46,46,4
106421,60,60,2
106422,28,28,2
106423,81,81,4
106424,58,58,3
106425,45,45,4
106426,57,57,2
106427,6,6,3
106428,59,59,3
106429,87,87,3
106430,57,57,2
106431,54,54,4
106432,42,42,5
106433,77,77,2
106434,80,80,2
106435,39,39,4
106436,58,58,4
106437,55,55,4
106438,60,60,4
106439,30,30,2
106440,78,78,2
106441,64,64,2
106442,80,80,1
106443,22,22,4
106444,23,23,1
106445,100,100,5
106446,78,78,5
106447,29,29,5
106448,71,71,5
106449,38,38,3
106450,7,7,5
106451,1,1,1
106452,49,49,1
106453,89,89,4
106454,88,88,1
106455,81,81,5
106456,70,70,4
106457,57,57,4
106458,78,78,2
106459,1,1,4
106460,74,74,1
106461,21,21,5
106462,27,27,1
106463,67,67,4
106464,73,73,2
106465,34,34,1
106466,66,66,3
106467,64,64,1
106468,42,42,4
106469,53,53,2
106470,100,100,2
106471,42,42,3
106472,43,43,2
106473,53,53,2
106474,45,45,5
106475,69,69,1
106476,86,86,1
106477,43,43,2
106478,28,28,3
106479,99,99,3
106480,52,52,2
106481,7,7,4
106482,96,96,1
106483,78,78,3
106484,90,90,2
106485,85,85,4
106486,100,100,5
106487,24,24,3
106488,30,30,5
106489,37,37,2
106490,36,36,1
106491,53,53,1
106492,37,37,2
106493,20,20,2
106494,28,28,1
106495,42,42,3
106496,78,78,2
106497,35,35,1
106498,70,70,2
106499,16,16,5
106500,1,1,2
106501,46,46,4
106502,34,34,4
106503,27,27,3
106504,25,25,2
106505,32,32,2
106506,25,25,3
106507,27,27,2
106508,16,16,2
106509,1,1,1
106510,1,1,5
106511,100,100,3
106512,48,48,4
106513,88,88,3
106514,45,45,5
106515,46,46,3
106516,57,57,3
106517,66,66,5
106518,18,18,4
106519,40,40,1
106520,57,57,1
106521,1,1,4
106522,82,82,5
106523,76,76,3
106524,1,1,3
106525,28,28,4
106526,52,52,3
106527,71,71,4
106528,88,88,1
106529,34,34,5
106530,100,100,4
106531,48,48,4
106532,44,44,2
106533,64,64,1
106534,57,57,3
106535,56,56,4
106536,99,99,4
106537,56,56,2
106538,25,25,4
106539,29,29,5
106540,86,86,1
106541,67,67,3
106542,11,11,4
106543,9,9,3
106544,50,50,4
106545,65,65,3
106546,33,33,5
106547,7,7,1
106548,21,21,3
106549,91,91,1
106550,62,62,1
106551,75,75,2
106552,79,79,1
106553,34,34,5
106554,40,40,5
106555,45,45,2
106556,60,60,4
106557,77,77,3
106558,96,96,5
106559,70,70,4
106560,70,70,1
106561,98,98,4
106562,44,44,4
106563,79,79,3
106564,64,64,5
106565,65,65,5
106566,44,44,3
106567,15,15,4
106568,58,58,5
106569,58,58,2
106570,35,35,2
106571,47,47,1
106572,27,27,5
106573,28,28,4
106574,37,37,1
106575,16,16,5
106576,35,35,4
106577,67,67,5
106578,86,86,1
106579,100,100,3
106580,39,39,4
106581,80,80,3
106582,58,58,4
106583,44,44,5
106584,60,60,2
106585,77,77,5
106586,37,37,1
106587,36,36,2
106588,39,39,1
106589,34,34,2
106590,79,79,2
106591,30,30,5
106592,35,35,4
106593,57,57,3
106594,55,55,4
106595,39,39,1
106596,92,92,1
106597,34,34,4
106598,45,45,4
106599,1,1,4
106600,42,42,3
106601,16,16,4
106602,27,27,4
106603,1,1,5
106604,27,27,2
106605,48,48,3
106606,43,43,4
106607,39,39,5
106608,41,41,2
106609,37,37,3
106610,49,49,2
106611,47,47,3
106612,56,56,2
106613,44,44,1
106614,39,39,3
106615,69,69,2
106616,65,65,1
106617,49,49,2
106618,79,79,1
106619,52,52,5
106620,45,45,3
106621,48,48,5
106622,54,54,3
106623,27,27,5
106624,3,3,3
106625,57,57,3
106626,70,70,3
106627,24,24,4
106628,76,76,3
106629,8,8,2
106630,36,36,1
106631,92,92,4
106632,58,58,3
106633,42,42,1
106634,56,56,2
106635,79,79,3
106636,13,13,5
106637,82,82,1
106638,37,37,2
106639,67,67,5
106640,34,34,4
106641,92,92,2
106642,49,49,5
106643,16,16,3
106644,61,61,3
106645,82,82,5
106646,79,79,5
106647,52,52,2
106648,70,70,1
106649,39,39,2
106650,64,64,1
106651,59,59,1
106652,1,1,2
106653,24,24,5
106654,55,55,5
106655,54,54,3
106656,49,49,3
106657,52,52,1
106658,80,80,2
106659,58,58,1
106660,1,1,4
106661,98,98,1
106662,2,2,5
106663,73,73,4
106664,10,10,2
106665,85,85,1
106666,43,43,4
106667,59,59,5
106668,1,1,4
106669,68,68,2
106670,60,60,3
106671,65,65,2
106672,73,73,5
106673,54,54,4
106674,44,44,4
106675,29,29,3
106676,38,38,4
106677,80,80,2
106678,29,29,1
106679,3,3,2
106680,25,25,5
106681,65,65,4
106682,42,42,1
106683,65,65,5
106684,1,1,2
106685,1,1,2
106686,56,56,2
106687,75,75,3
106688,7,7,3
106689,63,63,3
106690,79,79,4
106691,49,49,2
106692,72,72,4
106693,54,54,1
106694,43,43,4
106695,70,70,4
106696,97,97,4
106697,36,36,3
106698,47,47,4
106699,25,25,1
106700,53,53,5
106701,46,46,1
106702,78,78,1
106703,85,85,3
106704,69,69,4
106705,76,76,1
106706,32,32,5
106707,26,26,5
106708,60,60,4
106709,50,50,3
106710,99,99,4
106711,1,1,2
106712,65,65,3
106713,65,65,5
106714,30,30,5
106715,25,25,5
106716,41,41,2
106717,8,8,2
106718,86,86,2
106719,100,100,3
106720,41,41,2
106721,34,34,2
106722,17,17,4
106723,22,22,4
106724,35,35,4
106725,80,80,5
106726,100,100,1
106727,31,31,1
106728,27,27,4
106729,20,20,3
106730,61,61,3
106731,58,58,1
106732,52,52,2
106733,38,38,4
106734,83,83,5
106735,69,69,5
106736,68,68,3
106737,59,59,3
106738,45,45,5
106739,32,32,3
106740,62,62,3
106741,60,60,5
106742,64,64,4
106743,10,10,5
106744,58,58,2
106745,42,42,3
106746,28,28,5
106747,68,68,1
106748,54,54,4
106749,100,100,1
106750,62,62,5
106751,42,42,4
106752,47,47,1
106753,20,20,3
106754,80,80,4
106755,57,57,4
106756,58,58,3
106757,23,23,5
106758,69,69,3
106759,26,26,3
106760,36,36,1
106761,53,53,5
106762,35,35,1
106763,30,30,3
106764,48,48,5
106765,75,75,2
106766,72,72,3
106767,67,67,2
106768,62,62,4
106769,38,38,3
106770,78,78,5
106771,6,6,5
106772,60,60,4
106773,71,71,4
106774,47,47,3
106775,31,31,2
106776,49,49,4
106777,31,31,5
106778,62,62,3
106779,73,73,2
106780,61,61,2
106781,59,59,3
106782,69,69,1
106783,71,71,3
106784,30,30,3
106785,11,11,3
106786,56,56,2
106787,73,73,4
106788,10,10,5
106789,51,51,5
106790,78,78,3
106791,47,47,1
106792,88,88,5
106793,83,83,4
106794,45,45,2
106795,40,40,1
106796,41,41,1
106797,53,53,1
106798,20,20,1
106799,16,16,5
106800,1,1,3
106801,49,49,4
106802,100,100,5
106803,1,1,4
106804,45,45,5
106805,44,44,5
106806,46,46,3
106807,81,81,5
106808,27,27,4
106809,1,1,1
106810,36,36,4
106811,33,33,4
106812,1,1,5
106813,56,56,2
106814,20,20,3
106815,47,47,1
106816,40,40,2
106817,23,23,1
106818,72,72,3
106819,42,42,5
106820,51,51,2
106821,64,64,3
106822,57,57,2
106823,53,53,1
106824,29,29,3
106825,22,22,1
106826,53,53,3
106827,25,25,1
106828,69,69,1
106829,46,46,3
106830,66,66,3
106831,25,25,1
106832,21,21,3
106833,91,91,5
106834,46,46,4
106835,72,72,1
106836,14,14,3
106837,42,42,4
106838,82,82,1
106839,10,10,5
106840,100,100,5
106841,55,55,5
106842,29,29,5
106843,58,58,4
106844,77,77,4
106845,29,29,4
106846,32,32,5
106847,56,56,4
106848,61,61,2
106849,45,45,2
106850,60,60,5
106851,71,71,1
106852,54,54,4
106853,32,32,5
106854,49,49,4
106855,93,93,5
106856,58,58,4
106857,81,81,1
106858,37,37,5
106859,56,56,2
106860,69,69,3
106861,87,87,2
106862,80,80,2
106863,22,22,3
106864,78,78,2
106865,92,92,4
106866,35,35,5
106867,27,27,2
106868,49,49,2
106869,54,54,4
106870,41,41,4
106871,20,20,5
106872,86,86,1
106873,28,28,5
106874,37,37,3
106875,52,52,4
106876,13,13,1
106877,11,11,3
106878,39,39,2
106879,70,70,2
106880,54,54,3
106881,1,1,5
106882,84,84,4
106883,69,69,3
106884,54,54,3
106885,54,54,3
106886,66,66,5
106887,100,100,3
106888,72,72,2
106889,57,57,2
106890,19,19,4
106891,54,54,3
106892,69,69,1
106893,47,47,5
106894,36,36,4
106895,63,63,4
106896,25,25,1
106897,71,71,2
106898,39,39,5
106899,1,1,5
106900,38,38,2
106901,48,48,1
106902,63,63,3
106903,60,60,2
106904,17,17,4
106905,53,53,5
106906,36,36,2
106907,40,40,1
106908,25,25,5
106909,48,48,1
106910,100,100,5
106911,96,96,4
106912,25,25,5
106913,51,51,1
106914,42,42,1
106915,53,53,3
106916,72,72,3
106917,46,46,2
106918,32,32,5
106919,78,78,5
106920,19,19,4
106921,54,54,1
106922,12,12,4
106923,24,24,4
106924,68,68,3
106925,33,33,5
106926,3,3,1
106927,31,31,2
106928,29,29,1
106929,18,18,4
106930,63,63,4
106931,11,11,2
106932,35,35,1
106933,53,53,1
106934,41,41,1
106935,39,39,3
106936,31,31,2
106937,19,19,2
106938,34,34,5
106939,66,66,3
106940,39,39,4
106941,54,54,1
106942,77,77,2
106943,64,64,3
106944,18,18,1
106945,61,61,1
106946,76,76,5
106947,35,35,5
106948,10,10,1
106949,38,38,2
106950,54,54,5
106951,64,64,1
106952,36,36,4
106953,1,1,5
106954,18,18,5
106955,58,58,3
106956,99,99,1
106957,49,49,2
106958,82,82,5
106959,23,23,5
106960,33,33,4
106961,1,1,4
106962,59,59,4
106963,27,27,4
106964,64,64,5
106965,37,37,4
106966,100,100,3
106967,94,94,2
106968,1,1,4
106969,64,64,3
106970,31,31,2
106971,66,66,5
106972,16,16,4
106973,86,86,5
